mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.47026681900024414,0.0,0.20856547355651855,0.0,5,1,sqrt,4,log_loss,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 4, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.2304777713625866,0.2304777713625866,0.0,49,0.23090093762739503,0.23090093762739503,0.0
1.7811484336853027,0.0,0.11374664306640625,0.0,50,20,,16,entropy,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 20, 'max_features': None, 'max_depth': 16, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.9739658444022771,0.9739658444022771,0.0,18,0.9758520294570988,0.9758520294570988,0.0
0.48863959312438965,0.0,0.20882678031921387,0.0,10,10,log2,8,entropy,balanced,"{'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 8, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.689911218724778,0.689911218724778,0.0,37,0.6947496947496947,0.6947496947496947,0.0
0.5201694965362549,0.0,0.26410484313964844,0.0,10,1,sqrt,12,entropy,balanced,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.8996690839963388,0.8996690839963388,0.0,25,0.8925101848950172,0.8925101848950172,0.0
0.4077608585357666,0.0,0.2095935344696045,0.0,5,20,log2,10,entropy,,"{'min_samples_split': 5, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.8875533765617587,0.8875533765617587,0.0,26,0.8854222700376546,0.8854222700376546,0.0
0.43814563751220703,0.0,0.2232682704925537,0.0,20,2,sqrt,4,log_loss,,"{'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 4, 'criterion': 'log_loss', 'class_weight': None}",0.6340590515955861,0.6340590515955861,0.0,39,0.6307935790187655,0.6307935790187655,0.0
0.470034122467041,0.0,0.21013998985290527,0.0,2,2,sqrt,,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': None}",0.9870271959987497,0.9870271959987497,0.0,14,0.9936552696510398,0.9936552696510398,0.0
0.4753074645996094,0.0,0.22201037406921387,0.0,2,20,sqrt,6,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 6, 'criterion': 'gini', 'class_weight': 'balanced'}",0.44783626139499144,0.44783626139499144,0.0,46,0.4466477809254013,0.4466477809254013,0.0
0.48006606101989746,0.0,0.19726204872131348,0.0,5,5,log2,,log_loss,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': None, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.7367269376943453,0.7367269376943453,0.0,34,0.7373868046571799,0.7373868046571799,0.0
0.525273323059082,0.0,0.1910719871520996,0.0,20,1,log2,8,log_loss,balanced,"{'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 8, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.6978315353601395,0.6978315353601395,0.0,36,0.6994589276930644,0.6994589276930644,0.0
1.382307767868042,0.0,0.11358094215393066,0.0,10,5,,16,gini,balanced,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 16, 'criterion': 'gini', 'class_weight': 'balanced'}",0.9230547757863672,0.9230547757863672,0.0,21,0.9322865554465162,0.9322865554465162,0.0
1.3484430313110352,0.0,0.09296655654907227,0.0,2,5,,12,log_loss,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 12, 'criterion': 'log_loss', 'class_weight': 'balanced'}",0.9882044560943644,0.9882044560943644,0.0,13,0.993897122929381,0.993897122929381,0.0
1.6060516834259033,0.0,0.11693716049194336,0.0,50,1,,12,gini,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 12, 'criterion': 'gini', 'class_weight': None}",0.9926927860696517,0.9926927860696517,0.0,4,0.994368180218233,0.994368180218233,0.0
0.3370704650878906,0.0,0.1261892318725586,0.0,10,5,sqrt,,entropy,,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': None}",0.9030693317721836,0.9030693317721836,0.0,22,0.9064638783269962,0.9064638783269962,0.0
